Time_s,V_Normal,V_Fault,I_Normal,I_Fault,SOC_Normal_pct,SOC_Fault_pct,Flag_Voltage,Flag_Current,Flag_SOC
69,4.18092119978576,4.18092119978576,0.588530574294166,0.588530574294166,99.7743004931772,99.7743004931772,0,0,0
70,4.18087766966575,4.18087766966575,0.588524446743489,0.588524446743489,99.7710308958833,99.7710308958833,0,0,0
71,4.1808343404339,4.1808343404339,0.588518347470988,0.588518347470988,99.7677613325531,99.7677613325531,0,0,0
72,4.18079120680408,4.18079120680408,0.588512275732556,0.588512275732556,99.7644918030316,99.7644918030316,0,0,0
73,4.18074826362921,4.18074826362921,0.588506230803661,0.588506230803661,99.7612223071679,99.7612223071679,0,0,0
74,4.18070550589765,4.18070550589765,0.588500211978836,0.588500211978836,99.7579528448149,99.7579528448149,0,0,0
75,4.18066292872961,4.18066292872961,0.588494218571173,0.588494218571173,99.7546834158296,99.7546834158296,0,0,0
76,4.1806205273737,4.1806205273737,0.588488249911838,0.588488249911838,99.7514140200725,99.7514140200725,0,0,0
77,4.18057829720354,4.18057829720354,0.588482305349597,0.588482305349597,99.7481446574079,99.7481446574079,0,0,0
78,4.1805362337145,4.1805362337145,0.588476384250352,0.588476384250352,99.7448753277039,99.7448753277039,0,0,0
79,4.18049433252051,4.18049433252051,0.588470485996693,0.588470485996693,99.7416060308317,99.7416060308317,0,0,0
80,4.18045258935091,4.18045258935091,0.588464609987459,0.588464609987459,99.738336766666,99.738336766666,0,0,0
81,4.18041100004742,4.18041100004742,0.588458755637306,0.588458755637306,99.735067535085,99.735067535085,0,0,0
82,4.18036956056125,4.18036956056125,0.588452922376302,0.588452922376302,99.7317983359698,99.7317983359698,0,0,0
83,4.18032826695013,4.18032826695013,0.588447109649511,0.588447109649511,99.7285291692048,99.7285291692048,0,0,0
84,4.18028711537558,4.18028711537558,0.588441316916608,0.588441316916608,99.7252600346774,99.7252600346774,0,0,0
85,4.18024610210017,4.18024610210017,0.588435543651489,0.588435543651489,99.721990932278,99.721990932278,0,0,0
86,4.18020522348484,4.18020522348484,0.588429789341898,0.588429789341898,99.7187218619,99.7187218619,0,0,0
87,4.18016447598633,4.18016447598633,0.588424053489067,0.588424053489067,99.7154528234392,99.7154528234392,0,0,0
88,4.18012385615468,4.18012385615468,0.588418335607359,0.588418335607359,99.7121838167946,99.7121838167946,0,0,0
89,4.18008336063073,4.18008336063073,0.588412635223921,0.588412635223921,99.7089148418677,99.7089148418677,0,0,0
90,4.18004298614381,4.18004298614381,0.588406951878352,0.588406951878352,99.7056458985624,99.7056458985624,0,0,0
91,4.18000272950933,4.18000272950933,0.588401285122372,0.588401285122372,99.7023769867853,99.7023769867853,0,0,0
92,4.17996258762657,4.17996258762657,0.588395634519506,0.588395634519506,99.6991081064456,99.6991081064456,0,0,0
93,4.17992255747647,4.17992255747647,0.588389999644773,0.588389999644773,99.6958392574547,99.6958392574547,0,0,0
94,4.17988263611946,4.17988263611946,0.588384380084384,0.588384380084384,99.6925704397262,99.6925704397262,0,0,0
95,4.1798428206934,4.1798428206934,0.588378775435445,0.588378775435445,99.6893016531763,99.6893016531763,0,0,0
96,4.17980310841152,4.17980310841152,0.588373185305676,0.588373185305676,99.6860328977231,99.6860328977231,0,0,0
97,4.17976349656045,4.17976349656045,0.588367609313127,0.588367609313127,99.6827641732872,99.6827641732872,0,0,0
98,4.1797239824983,4.1797239824983,0.588362047085909,0.588362047085909,99.6794954797909,99.6794954797909,0,0,0
99,4.17968456365275,4.17968456365275,0.58835649826193,0.58835649826193,99.6762268171588,99.6762268171588,0,0,0
100,4.17964523751925,4.17964523751925,0.588350962488633,0.588350962488633,99.6729581853174,99.6729581853174,0,0,0
101,4.17960600165923,4.17960600165923,0.588345439422752,0.588345439422752,99.6696895841952,99.6696895841952,0,0,0
102,4.17956685369837,4.17956685369837,0.588339928730063,0.588339928730063,99.6664210137225,99.6664210137225,0,0,0
103,4.17952779132487,4.17952779132487,0.588334430085145,0.588334430085145,99.6631524738314,99.6631524738314,0,0,0
104,4.17948881228789,4.17948881228789,0.588328943171155,0.588328943171155,99.6598839644559,99.6598839644559,0,0,0
105,4.17944991439584,4.17944991439584,0.588323467679595,0.588323467679595,99.6566154855316,99.6566154855316,0,0,0
106,4.17941109551493,4.17941109551493,0.588318003310097,0.588318003310097,99.653347036996,99.653347036996,0,0,0
107,4.17937235356756,4.17937235356756,0.588312549770208,0.588312549770208,99.6500786187881,99.6500786187881,0,0,0
108,4.17933368653089,4.17933368653089,0.588307106775182,0.588307106775182,99.6468102308484,99.6468102308484,0,0,0
109,4.17929509243539,4.17929509243539,0.588301674047775,0.588301674047775,99.6435418731192,99.6435418731192,0,0,0
